StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Coder_ID,Post_ID,Attribution_Presence,Attribution_Number,Sender_Relevance_1,Evaluation_1,PresenceIndividual_1,SpecificIndividual_1,PresenceCollective_1,SpecificCollective_1,PresenceSystems_1,PresenceNetwork_1,Economy_1,SocialPolicies_1,PoliticsHumanRight_1,ExternalRelations_1
2025-05-11 20:18:56,2025-05-11 20:19:04,IP Address,217.105.28.25,100,8,True,2025-05-11 20:19:05,R_8hyiZSnH6qa02Jn,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,226L,No,,,,,,,,,,,,,
2025-05-11 20:19:07,2025-05-11 20:19:15,IP Address,217.105.28.25,100,8,True,2025-05-11 20:19:15,R_2z4bHZqABkkTcl3,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,228L,No,,,,,,,,,,,,,
2025-05-11 20:19:17,2025-05-11 20:19:26,IP Address,217.105.28.25,100,9,True,2025-05-11 20:19:26,R_8DCqt8MBwjgCnqE,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,229L,No,,,,,,,,,,,,,
2025-05-11 20:19:28,2025-05-11 20:19:35,IP Address,217.105.28.25,100,7,True,2025-05-11 20:19:35,R_8nciWSqc4GPeyFJ,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,230L,No,,,,,,,,,,,,,
2025-05-11 20:19:37,2025-05-11 20:20:23,IP Address,217.105.28.25,100,46,True,2025-05-11 20:20:23,R_2K7lQgDDYydIkOf,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,205L,Yes,First,Yes,Negatively,No,,Yes,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",,,No,No,No,Yes
2025-05-11 20:20:24,2025-05-11 20:21:39,IP Address,217.105.28.25,100,75,True,2025-05-11 20:21:40,R_8cemCo65Sx2x2SU,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,211L,Yes,First,Yes,Positively,No,,Yes,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",,,No,No,Yes,
2025-05-11 20:21:42,2025-05-11 20:22:06,IP Address,217.105.28.25,100,23,True,2025-05-11 20:22:06,R_8Bm1DimrCqiNllD,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,217L,Yes,First,No,,,,,,,,,,,
2025-05-11 20:22:08,2025-05-11 20:22:52,IP Address,217.105.28.25,100,43,True,2025-05-11 20:22:52,R_2BbXOMwrLMiBylr,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,223L,Yes,First,No,,,,,,,,,,,
2025-05-11 20:22:53,2025-05-11 20:23:30,IP Address,217.105.28.25,100,37,True,2025-05-11 20:23:30,R_8duZCvhb1bvFhsn,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,225L,Yes,First,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,Yes,,,
2025-05-11 20:23:31,2025-05-11 20:25:25,IP Address,217.105.28.25,100,113,True,2025-05-11 20:25:25,R_21A0ubfMEJhtQwI,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,227L,Yes,First,Yes,Negatively,No,,Yes,"Media (e.g., Fake News)",,,No,No,Yes,
2025-05-11 20:25:26,2025-05-11 20:30:32,IP Address,217.105.28.25,100,305,True,2025-05-11 20:30:32,R_2ilHhk7QvE45iw1,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,231L,No,,,,,,,,,,,,,
2025-05-11 20:30:34,2025-05-11 20:30:42,IP Address,217.105.28.25,100,7,True,2025-05-11 20:30:42,R_2cejexjatBM8bW7,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,232L,No,,,,,,,,,,,,,
2025-05-11 20:30:44,2025-05-11 20:30:54,IP Address,217.105.28.25,100,9,True,2025-05-11 20:30:54,R_2i8zA9R8oD20ncr,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,233L,No,,,,,,,,,,,,,
2025-05-11 20:30:55,2025-05-11 20:31:10,IP Address,217.105.28.25,100,15,True,2025-05-11 20:31:11,R_25ti9Siw4MylFZo,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,234L,No,,,,,,,,,,,,,
2025-05-11 20:31:12,2025-05-11 20:31:21,IP Address,217.105.28.25,100,8,True,2025-05-11 20:31:21,R_2WoBPtaxMYVmpGx,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,235L,No,,,,,,,,,,,,,
2025-05-11 20:31:22,2025-05-11 20:31:30,IP Address,217.105.28.25,100,8,True,2025-05-11 20:31:30,R_8ufFEq0Zu73FNQJ,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,236L,No,,,,,,,,,,,,,
2025-05-11 20:31:31,2025-05-11 20:31:39,IP Address,217.105.28.25,100,8,True,2025-05-11 20:31:40,R_2OxjItZBaJW3efU,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,237L,No,,,,,,,,,,,,,
2025-05-11 20:31:40,2025-05-11 20:31:48,IP Address,217.105.28.25,100,7,True,2025-05-11 20:31:48,R_2dQCaQ1x9i97Qg9,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,238L,No,,,,,,,,,,,,,
2025-05-11 20:31:49,2025-05-11 20:31:57,IP Address,217.105.28.25,100,8,True,2025-05-11 20:31:58,R_8HdyZOoSAXYCU5v,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,239L,No,,,,,,,,,,,,,
2025-05-11 20:31:59,2025-05-11 20:32:08,IP Address,217.105.28.25,100,9,True,2025-05-11 20:32:08,R_8EcWVKE8hDmn9Au,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,240L,No,,,,,,,,,,,,,
2025-05-11 20:32:09,2025-05-11 20:32:17,IP Address,217.105.28.25,100,8,True,2025-05-11 20:32:17,R_8QSsUdsNgfOXKvq,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,241L,No,,,,,,,,,,,,,
2025-05-11 20:32:19,2025-05-11 20:32:27,IP Address,217.105.28.25,100,7,True,2025-05-11 20:32:27,R_8QbF3R2SMyxhWrT,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,242L,No,,,,,,,,,,,,,
2025-05-11 20:32:28,2025-05-11 20:32:36,IP Address,217.105.28.25,100,7,True,2025-05-11 20:32:37,R_8hank83cgyDXC0P,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,243L,No,,,,,,,,,,,,,
2025-05-11 20:32:37,2025-05-11 20:33:17,IP Address,217.105.28.25,100,39,True,2025-05-11 20:33:18,R_8gqrKYZv7EqqxoJ,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,244L,Yes,First,Yes,Negatively,No,,Yes,"Media (e.g., Fake News)",,,No,No,Yes,
2025-05-11 20:33:19,2025-05-11 20:33:34,IP Address,217.105.28.25,100,15,True,2025-05-11 20:33:35,R_8NaX1GG0mAOlZnc,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,245L,No,,,,,,,,,,,,,
2025-05-11 20:33:36,2025-05-11 20:33:45,IP Address,217.105.28.25,100,8,True,2025-05-11 20:33:45,R_8QLMpKpDWETGfBj,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,246L,No,,,,,,,,,,,,,
2025-05-11 20:33:46,2025-05-11 20:33:54,IP Address,217.105.28.25,100,7,True,2025-05-11 20:33:54,R_8EPJ3zzgWrgBCRH,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,247L,No,,,,,,,,,,,,,
2025-05-11 20:33:55,2025-05-11 20:34:04,IP Address,217.105.28.25,100,8,True,2025-05-11 20:34:04,R_8aTtz3593xnTtu1,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,248L,No,,,,,,,,,,,,,
2025-05-11 20:34:05,2025-05-11 20:34:13,IP Address,217.105.28.25,100,7,True,2025-05-11 20:34:13,R_8gddmtQybWc3W6a,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,249L,No,,,,,,,,,,,,,
2025-05-11 20:34:14,2025-05-11 20:34:32,IP Address,217.105.28.25,100,17,True,2025-05-11 20:34:32,R_22X672aQi9fNzcN,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,250L,No,,,,,,,,,,,,,
2025-05-11 20:34:34,2025-05-11 20:39:25,IP Address,217.105.28.25,100,291,True,2025-05-11 20:39:25,R_2D2o23qpQ5M6cUx,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,251L,No,,,,,,,,,,,,,
2025-05-11 20:39:26,2025-05-11 20:39:34,IP Address,217.105.28.25,100,8,True,2025-05-11 20:39:35,R_2It1vY37I3VuXWV,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,252L,No,,,,,,,,,,,,,
2025-05-11 20:39:36,2025-05-11 20:40:30,IP Address,217.105.28.25,100,53,True,2025-05-11 20:40:30,R_8BJJvBZ6w6squ7T,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,253L,Yes,First,Yes,Negatively,No,,Yes,"Other Collectives (e.g. Other Countries, Other Political Groups, NGOs, Public Enterprises, International Governing Institutions)",,,No,No,No,Yes
2025-05-11 20:40:31,2025-05-11 20:40:47,IP Address,217.105.28.25,100,15,True,2025-05-11 20:40:48,R_8m5fpAqwDsDYJ8t,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,254L,No,,,,,,,,,,,,,
2025-05-11 20:40:48,2025-05-11 20:41:01,IP Address,217.105.28.25,100,12,True,2025-05-11 20:41:01,R_8Cwi0PX8xhkuitP,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,255L,No,,,,,,,,,,,,,
2025-05-11 20:41:02,2025-05-11 20:41:10,IP Address,217.105.28.25,100,7,True,2025-05-11 20:41:11,R_8JOzBbdMV9vFAPL,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,256L,No,,,,,,,,,,,,,
2025-05-11 20:41:11,2025-05-11 20:41:19,IP Address,217.105.28.25,100,8,True,2025-05-11 20:41:20,R_8sOTdaHtzsQDzy1,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,257L,No,,,,,,,,,,,,,
2025-05-11 20:41:21,2025-05-11 20:41:29,IP Address,217.105.28.25,100,8,True,2025-05-11 20:41:30,R_2jy8zU4UgI4nlio,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,258L,No,,,,,,,,,,,,,
2025-05-11 20:41:31,2025-05-11 20:41:41,IP Address,217.105.28.25,100,10,True,2025-05-11 20:41:41,R_8oC2bT9lcs8vIgb,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,259L,No,,,,,,,,,,,,,
2025-05-11 20:41:42,2025-05-11 20:41:52,IP Address,217.105.28.25,100,9,True,2025-05-11 20:41:53,R_2mI72J1ssfgRxUY,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,260L,No,,,,,,,,,,,,,
2025-05-11 20:41:55,2025-05-11 20:42:02,IP Address,217.105.28.25,100,7,True,2025-05-11 20:42:03,R_27e30bHLPQJ1OGP,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,261L,No,,,,,,,,,,,,,
2025-05-11 20:42:04,2025-05-11 20:42:19,IP Address,217.105.28.25,100,14,True,2025-05-11 20:42:19,R_8ABU1f0VpnCRz1L,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,262L,No,,,,,,,,,,,,,
2025-05-11 20:42:20,2025-05-11 20:42:30,IP Address,217.105.28.25,100,10,True,2025-05-11 20:42:30,R_2rTG3c1pN86Qa4E,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,263L,No,,,,,,,,,,,,,
2025-05-11 20:42:31,2025-05-11 20:42:41,IP Address,217.105.28.25,100,9,True,2025-05-11 20:42:41,R_8Dx725yU7KepwQJ,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,264L,No,,,,,,,,,,,,,
2025-05-11 20:42:42,2025-05-11 20:42:50,IP Address,217.105.28.25,100,8,True,2025-05-11 20:42:50,R_2fq7WZBJBWaJnl9,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,265L,No,,,,,,,,,,,,,
2025-05-11 20:42:51,2025-05-11 20:43:01,IP Address,217.105.28.25,100,9,True,2025-05-11 20:43:01,R_22kZt7gcrh99t6h,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,266L,No,,,,,,,,,,,,,
2025-05-11 20:43:02,2025-05-11 20:43:09,IP Address,217.105.28.25,100,7,True,2025-05-11 20:43:10,R_2YgNicJmmZaMphf,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,267L,No,,,,,,,,,,,,,
2025-05-11 20:43:10,2025-05-11 20:43:20,IP Address,217.105.28.25,100,9,True,2025-05-11 20:43:21,R_8i4d0ohioZtRMOJ,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,268L,No,,,,,,,,,,,,,
2025-05-11 20:43:22,2025-05-11 20:43:29,IP Address,217.105.28.25,100,7,True,2025-05-11 20:43:29,R_2TNc2kQB2rTtY8H,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,269L,No,,,,,,,,,,,,,
2025-05-11 20:43:32,2025-05-11 20:43:47,IP Address,217.105.28.25,100,14,True,2025-05-11 20:43:47,R_8yIv4VdzDAP3ty9,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,270L,No,,,,,,,,,,,,,
2025-05-11 20:43:48,2025-05-11 20:45:04,IP Address,217.105.28.25,100,76,True,2025-05-11 20:45:05,R_2Lx7dg8ws9JiG7n,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,271L,Yes,First,Yes,Positively,Yes,Donald Trump,,,,,No,No,No,Yes
2025-05-11 20:45:07,2025-05-11 20:45:22,IP Address,217.105.28.25,100,15,True,2025-05-11 20:45:23,R_8MrY3V8tGePvD69,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,272L,No,,,,,,,,,,,,,
2025-05-11 20:45:24,2025-05-11 20:45:32,IP Address,217.105.28.25,100,8,True,2025-05-11 20:45:33,R_8wzUYZJCGFgXfob,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,273L,No,,,,,,,,,,,,,
2025-05-11 20:45:34,2025-05-11 20:45:42,IP Address,217.105.28.25,100,8,True,2025-05-11 20:45:43,R_8Pc0wZcFIQ58WGf,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,274L,No,,,,,,,,,,,,,
2025-05-11 20:45:43,2025-05-11 20:45:53,IP Address,217.105.28.25,100,9,True,2025-05-11 20:45:53,R_8C7xlzglLq8vrzz,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,275L,No,,,,,,,,,,,,,
2025-05-11 20:45:55,2025-05-11 20:47:57,IP Address,217.105.28.25,100,122,True,2025-05-11 20:47:58,R_8OSWJCMxjDmlaHe,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,276L,No,,,,,,,,,,,,,
2025-05-11 20:47:59,2025-05-11 20:48:09,IP Address,217.105.28.25,100,10,True,2025-05-11 20:48:09,R_8I8GiyjUOo2Qq4N,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,277L,No,,,,,,,,,,,,,
2025-05-11 20:48:10,2025-05-11 20:48:17,IP Address,217.105.28.25,100,7,True,2025-05-11 20:48:18,R_88XS0IV8oj7a7sb,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,278L,No,,,,,,,,,,,,,
2025-05-11 20:48:18,2025-05-11 20:48:27,IP Address,217.105.28.25,100,9,True,2025-05-11 20:48:28,R_2BXfApw2MvBdKza,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,279L,No,,,,,,,,,,,,,
2025-05-11 20:48:29,2025-05-11 20:48:40,IP Address,217.105.28.25,100,11,True,2025-05-11 20:48:41,R_8EWhiH9vsWAmpb3,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,280L,No,,,,,,,,,,,,,
2025-05-11 20:48:42,2025-05-11 20:48:52,IP Address,217.105.28.25,100,9,True,2025-05-11 20:48:52,R_8CJn8Sm4T0Eobc2,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,281L,No,,,,,,,,,,,,,
2025-05-11 20:48:53,2025-05-11 20:49:01,IP Address,217.105.28.25,100,8,True,2025-05-11 20:49:01,R_2GvblQPlBhX7EQS,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,282L,No,,,,,,,,,,,,,
2025-05-11 20:49:02,2025-05-11 20:49:10,IP Address,217.105.28.25,100,7,True,2025-05-11 20:49:10,R_2xXje5Bg8U1au2s,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,283L,No,,,,,,,,,,,,,
2025-05-11 20:49:12,2025-05-11 20:49:56,IP Address,217.105.28.25,100,44,True,2025-05-11 20:49:56,R_8Cs51uuB54YTtlE,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,284L,Yes,First,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,No,No,Yes,
2025-05-11 20:49:57,2025-05-11 20:50:11,IP Address,217.105.28.25,100,13,True,2025-05-11 20:50:11,R_2nApfi3Y1C42yCB,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,285L,No,,,,,,,,,,,,,
2025-05-11 20:50:12,2025-05-11 20:52:45,IP Address,217.105.28.25,100,153,True,2025-05-11 20:52:45,R_2Ptxj6lGtViNtXF,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,286L,No,,,,,,,,,,,,,
2025-05-11 20:52:46,2025-05-11 20:52:59,IP Address,217.105.28.25,100,12,True,2025-05-11 20:52:59,R_2dRSK0CxoSiPn9f,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,287L,Yes,First,No,,,,,,,,,,,
2025-05-11 20:53:00,2025-05-11 20:53:09,IP Address,217.105.28.25,100,8,True,2025-05-11 20:53:09,R_2gGzpCOiJU8EBqN,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,288L,No,,,,,,,,,,,,,
2025-05-11 20:53:10,2025-05-11 20:53:21,IP Address,217.105.28.25,100,10,True,2025-05-11 20:53:21,R_2I43aLLdewDU6Xx,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,289L,No,,,,,,,,,,,,,
2025-05-11 20:53:22,2025-05-11 20:53:37,IP Address,217.105.28.25,100,14,True,2025-05-11 20:53:37,R_86rucvXjt7Fqo2l,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,290L,No,,,,,,,,,,,,,
2025-05-11 20:53:39,2025-05-11 20:53:50,IP Address,217.105.28.25,100,11,True,2025-05-11 20:53:50,R_2OMLF9Muf6UoiL3,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,291L,No,,,,,,,,,,,,,
2025-05-11 20:53:51,2025-05-11 20:53:59,IP Address,217.105.28.25,100,8,True,2025-05-11 20:54:00,R_2ojttbzmcNe8UFv,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,292L,No,,,,,,,,,,,,,
2025-05-11 20:54:01,2025-05-11 20:54:09,IP Address,217.105.28.25,100,7,True,2025-05-11 20:54:09,R_8BYzD3HVlXqXlgR,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,293L,No,,,,,,,,,,,,,
2025-05-11 20:54:10,2025-05-11 20:54:16,IP Address,217.105.28.25,100,6,True,2025-05-11 20:54:17,R_8SBR8pjtkak1Lxa,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,294L,No,,,,,,,,,,,,,
2025-05-11 20:54:18,2025-05-11 20:54:25,IP Address,217.105.28.25,100,7,True,2025-05-11 20:54:25,R_8B38sozdleTpzYJ,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,295L,No,,,,,,,,,,,,,
2025-05-11 20:54:26,2025-05-11 20:54:33,IP Address,217.105.28.25,100,6,True,2025-05-11 20:54:33,R_80SfTunRCj4JFhH,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,296L,No,,,,,,,,,,,,,
2025-05-11 20:54:35,2025-05-11 20:54:41,IP Address,217.105.28.25,100,6,True,2025-05-11 20:54:42,R_8b2Xtrmq0zQcWqZ,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,297L,No,,,,,,,,,,,,,
2025-05-11 20:54:42,2025-05-11 20:54:50,IP Address,217.105.28.25,100,7,True,2025-05-11 20:54:50,R_815Fb8pScfrcOHC,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,298L,No,,,,,,,,,,,,,
2025-05-11 20:54:51,2025-05-11 20:54:58,IP Address,217.105.28.25,100,6,True,2025-05-11 20:54:58,R_20PnrJSx1PswW22,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,299L,No,,,,,,,,,,,,,
2025-05-11 20:54:59,2025-05-11 20:55:05,IP Address,217.105.28.25,100,6,True,2025-05-11 20:55:05,R_26hoqeUsDVSW61b,,,,,52.3975,4.9278,anonymous,EN,Luke Fischer,300L,No,,,,,,,,,,,,,
2025-05-11 21:23:06,2025-05-11 21:23:58,IP Address,217.117.235.2,100,52,True,2025-05-11 21:23:59,R_8C1v0jY6maGQt4R,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,156F,No,,,,,,,,,,,,,
2025-05-11 21:23:59,2025-05-11 21:24:28,IP Address,217.117.235.2,100,28,True,2025-05-11 21:24:28,R_8Ec2IYpA6Z3hnDn,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,157F,No,,,,,,,,,,,,,
2025-05-11 21:24:29,2025-05-11 21:24:52,IP Address,217.117.235.2,100,23,True,2025-05-11 21:24:52,R_8DXI8iS5rpPPd4C,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,158F,No,,,,,,,,,,,,,
2025-05-11 21:24:53,2025-05-11 21:30:10,IP Address,217.117.235.2,100,317,True,2025-05-11 21:30:11,R_2QARhZHsWZrCXOF,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,159F,Yes,First,Yes,Positively,Yes,Other Individual Republican Politicians,,,,,No,No,Yes,
2025-05-11 21:30:12,2025-05-11 21:31:00,IP Address,217.117.235.2,100,47,True,2025-05-11 21:31:00,R_8E3sPbcJKvPOYbT,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,160F,No,,,,,,,,,,,,,
2025-05-11 21:31:00,2025-05-11 21:32:39,IP Address,217.117.235.2,100,98,True,2025-05-11 21:32:39,R_8pTcFvaYCw8dmUh,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,161F,Yes,First,No,,,,,,,,,,,
2025-05-11 21:32:41,2025-05-11 21:33:05,IP Address,217.117.235.2,100,24,True,2025-05-11 21:33:05,R_2QZuhVGB6RbUcJH,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,162F,No,,,,,,,,,,,,,
2025-05-11 21:33:07,2025-05-11 21:34:56,IP Address,217.117.235.2,100,109,True,2025-05-11 21:34:57,R_2dRZp6kI2hoxpYB,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,163F,No,,,,,,,,,,,,,
2025-05-11 21:34:58,2025-05-11 21:35:19,IP Address,217.117.235.2,100,21,True,2025-05-11 21:35:19,R_8j2mQdy67f4Ugqu,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,164F,No,,,,,,,,,,,,,
2025-05-11 21:35:21,2025-05-11 21:35:38,IP Address,217.117.235.2,100,16,True,2025-05-11 21:35:38,R_8rGVvZR8Qf9UY2R,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,165F,No,,,,,,,,,,,,,
2025-05-11 21:35:39,2025-05-11 21:35:53,IP Address,217.117.235.2,100,14,True,2025-05-11 21:35:54,R_8nPyRs7QWzBCIsg,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,166F,No,,,,,,,,,,,,,
2025-05-11 21:35:55,2025-05-11 21:36:22,IP Address,217.117.235.2,100,27,True,2025-05-11 21:36:22,R_2Gys13o0tcKtZVn,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,167F,No,,,,,,,,,,,,,
2025-05-11 21:36:23,2025-05-11 21:38:33,IP Address,217.117.235.2,100,129,True,2025-05-11 21:38:33,R_8M3DGuds8GbRV2A,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,168F,Yes,First,Yes,Negatively,No,,Yes,Progressive: Democrats/Liberals/Left-wing ideologists,,,No,No,Yes,
2025-05-11 21:38:34,2025-05-11 21:39:32,IP Address,217.117.235.2,100,57,True,2025-05-11 21:39:32,R_8n7TMcThodQZrPB,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,169F,No,,,,,,,,,,,,,
2025-05-11 21:39:33,2025-05-11 21:41:03,IP Address,217.117.235.2,100,90,True,2025-05-11 21:41:03,R_8IitbVY8KRgCGsb,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,170F,Yes,First,Yes,Positively,No,,Yes,The Trump-Administration,,,No,No,No,Yes
2025-05-11 21:41:04,2025-05-11 21:41:52,IP Address,217.117.235.2,100,47,True,2025-05-11 21:41:52,R_2alE5VoYU9fTmOa,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,171F,No,,,,,,,,,,,,,
2025-05-11 21:41:53,2025-05-11 21:42:10,IP Address,217.117.235.2,100,17,True,2025-05-11 21:42:11,R_8M9Q0Q6WBgyjqTf,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,172F,No,,,,,,,,,,,,,
2025-05-11 21:42:12,2025-05-11 21:42:32,IP Address,217.117.235.2,100,20,True,2025-05-11 21:42:33,R_2dKOJwwDvwbD1Mp,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,173F,No,,,,,,,,,,,,,
2025-05-11 21:42:33,2025-05-11 22:33:07,IP Address,217.117.235.2,100,3034,True,2025-05-11 22:33:08,R_8jrARd3pKJrnZNP,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,174F,Yes,First,Yes,Positively,No,,Yes,The Trump-Administration,,,No,No,Yes,
2025-05-11 22:33:08,2025-05-11 22:35:01,IP Address,217.117.235.2,100,112,True,2025-05-11 22:35:02,R_8Olxj3XfuOleMyQ,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,175F,No,,,,,,,,,,,,,
2025-05-11 22:35:02,2025-05-11 22:35:24,IP Address,217.117.235.2,100,21,True,2025-05-11 22:35:24,R_2MahmGnqK4uB6Mx,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,176F,No,,,,,,,,,,,,,
2025-05-11 22:35:25,2025-05-11 22:35:41,IP Address,217.117.235.2,100,15,True,2025-05-11 22:35:41,R_2NM4RLipozeqXD3,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,177F,No,,,,,,,,,,,,,
2025-05-11 22:35:42,2025-05-11 22:38:29,IP Address,217.117.235.2,100,166,True,2025-05-11 22:38:29,R_8NrD6yHxOaVqOtf,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,178F,No,,,,,,,,,,,,,
2025-05-11 22:38:30,2025-05-11 22:38:48,IP Address,217.117.235.2,100,17,True,2025-05-11 22:38:48,R_8zc13YzgvoDHS8f,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,179F,No,,,,,,,,,,,,,
2025-05-11 22:38:49,2025-05-11 22:39:09,IP Address,217.117.235.2,100,19,True,2025-05-11 22:39:09,R_8lKwSz2YfJZ8S3i,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,180F,No,,,,,,,,,,,,,
2025-05-11 22:39:10,2025-05-11 22:39:36,IP Address,217.117.235.2,100,26,True,2025-05-11 22:39:37,R_8660gpFt0YRtoD2,,,,,52.3385,4.9168,anonymous,EN,Francesco Speciale,181F,No,,,,,,,,,,,,,
